,title,vote_average,genres
6155,Winged Migration,7.1,Documentary
6156,Flickering Lights,7.1,Action
6157,Straw Dogs,7.2,Crime
6158,Beginning of the End,3.9,Science Fiction
6159,The Andromeda Strain,7.0,Science Fiction
6160,Brainscan,6.0,Fantasy
6161,Fahrenheit 451,7.0,Drama
6162,I Am Trying to Break Your Heart,8.0,Music
6163,The Iceman Cometh,5.1,Drama
6164,Legal Eagles,5.9,Comedy
6165,Married to It,5.7,Comedy
6166,Memories of Me,5.0,Drama
6167,The Other Side of Heaven,6.7,Action
6168,A Private Function,5.8,Comedy
6169,Sibling Rivalry,3.8,Comedy
6170,Undercover Blues,6.2,Comedy
6171,Wildcats,6.2,Comedy
6172,The Wiz,5.8,Adventure
6173,Swords of Blood,6.4,Action
6174,The Marrying Man,5.0,Action
6175,My Father the Hero,5.4,Comedy
6176,Scenes from a Mall,4.8,Comedy
6177,Stella,6.2,Drama
6178,Confidence,6.4,Action
6179,Identity,7.1,Mystery
6180,It Runs in the Family,5.2,Comedy
6181,The Real Cancun,3.3,Documentary
6182,City of Ghosts,5.4,Thriller
6183,A Decade Under the Influence,8.0,Comedy
6184,House of Fools,5.7,Drama
6185,Manic,7.2,Drama
6186,People I Know,5.5,Drama
6187,Spellbound,7.2,Documentary
6188,The Lizzie McGuire Movie,5.8,Family
6189,X2,6.8,Adventure
6190,Blue Car,6.7,Drama
6191,The Dancer Upstairs,6.8,Crime
6192,Marooned in Iraq,8.5,Drama
6193,Owning Mahowny,6.8,Crime
6194,Daddy Day Care,5.6,Comedy
6195,Man on the Train,6.9,Crime
6196,Only the Strong Survive,7.0,Documentary
6197,The Shape of Things,6.4,Comedy
6198,The Trip,5.4,Drama
6199,Washington Heights,8.5,Drama
6200,101 Reykjavik,6.7,Drama
6201,A Chorus Line,6.1,Drama
6202,Absolute Beginners,5.9,Fantasy
6203,Beat Street,6.9,Drama
6204,Breakin' 2: Electric Boogaloo,5.1,Drama
6205,Breakin',5.8,Music
6206,Castle in the Sky,7.8,Adventure
6207,Hysterical Blindness,4.9,TV Movie
6208,Lambada,4.6,Drama
6209,Roadie,6.8,Comedy
6210,The Carpetbaggers,5.3,Drama
6211,Les Girls,6.4,Comedy
6212,Gunfight at the O.K. Corral,6.9,Western
6213,High Society,7.2,Comedy
6214,Kiss Me Kate,6.8,Music
6215,The Matrix Reloaded,6.7,Adventure
6216,Dracula: Pages from a Virgin's Diary,6.9,Horror
6217,Down with Love,6.1,Action
6218,Cinemania,7.1,Documentary
6219,Friends and Family,4.3,Action
6220,The Spanish Apartment,7.0,Drama
6221,Pokémon Heroes: Latios and Latias,5.7,Action
6222,Bruce Almighty,6.4,Fantasy
6223,The In-Laws,5.6,Action
6224,Gigantic (A Tale Of Two Johns),8.0,Documentary
6225,Respiro,6.3,Comedy
6226,Finding Nemo,7.6,Animation
6227,The Italian Job,6.6,Action
6228,Wrong Turn,6.0,Horror
6229,Capturing the Friedmans,7.4,Documentary
6230,The Three Marias,5.8,Drama
6231,Together,6.5,Drama
6232,2 Fast 2 Furious,6.2,Action
6233,Love the Hard Way,7.2,Romance
6234,Whale Rider,7.1,Drama
6235,Nevada Smith,6.9,Action
6236,Once a Thief,6.7,Action
6237,Regeneration,5.7,Drama
6238,Silk Stockings,6.9,Comedy
6239,Snowball Express,6.3,Comedy
6240,A Man Called Horse,6.6,Action
6241,For Sale,5.5,Romance
6242,Big Jake,6.8,Western
6243,The Crazies,6.0,Action
6244,Dementia 13,5.4,Horror
6245,Drole de Drame,7.1,Comedy
6246,Le Mans,6.7,Action
6247,Murder on a Sunday Morning,7.7,Crime
6248,Rio Lobo,6.2,Western
6249,Siam Sunset,6.7,Comedy
6250,The Swimmer,7.4,Drama
6251,The White Sheik,7.2,Romance
6252,Treasure Island,6.9,Adventure
6253,Two Evil Eyes,6.1,Horror
6254,Walk Don't Run,6.3,Comedy
6255,Animals Are Beautiful People,7.5,Comedy
6256,Bend of the River,6.8,Western
6257,Car Wash,6.3,Romance
6258,Come September,6.9,Comedy
6259,Destry Rides Again,6.9,Action
6260,The Electric Horseman,5.4,Drama
6261,Gay Purr-ee,6.4,Animation
6262,Intervista,5.6,Drama
6263,King Rat,6.7,Drama
6264,Live Wire,6.0,Action
6265,Mr & Mrs Bridge,5.3,Drama
6266,Night Passage,5.7,Action
6267,The Rare Breed,5.7,Western
6268,Shenandoah,6.7,Action
6269,Straight Talk,6.0,Comedy
6270,Oscar,6.2,Action
6271,The Sixth Man,5.0,Fantasy
6272,The Far Country,6.5,Drama
6273,The Railway Children,7.1,Drama
6274,Two Mules for Sister Sara,6.6,Western
6275,Winchester '73,7.5,Western
6276,Ziggy  Stardust and the Spiders from Mars,7.6,Documentary
6277,Battle Cry,5.3,Drama
6278,The Courtship of Eddie's Father,4.7,Drama
6279,Man with a Movie Camera,8.1,Drama
6280,"Objective, Burma!",6.3,Action
6281,Operation Pacific,4.9,Drama
6282,This Boy’s Life,7.0,Drama
6283,13 Rue Madeleine,6.3,Thriller
6284,633 Squadron,5.3,Action
6285,Attack,6.8,Action
6286,Barton Fink,7.4,Comedy
6287,Battle of Britain,6.5,Action
6288,Belle Époque,6.9,Comedy
6289,The Big Trail,6.4,Adventure
6290,Cloak and Dagger,6.4,Drama
6291,The Comancheros,6.4,Western
6292,Duel at Diablo,6.3,Action
6293,The Flight of the Phoenix,7.0,Adventure
6294,From the Terrace,5.8,Drama
6295,"Heaven Knows, Mr. Allison",6.8,Adventure
6296,The Hot Rock,6.7,Crime
6297,"The Long, Hot Summer",6.5,Drama
6298,Man of Aran,7.0,Documentary
6299,Music Box,6.8,Crime
6300,North to Alaska,5.7,Western
6301,This Man Must Die,7.5,Drama
6302,Sink the Bismarck!,6.7,Action
6303,The Blue Max,6.6,War
6304,The Desert Fox: The Story of Rommel,6.4,Action
6305,The Trial,7.4,Crime
6306,The Unforgiven,5.8,Romance
6307,The Undefeated,5.6,Western
6308,Divine Trash,7.4,Documentary
6309,Good Burger,5.4,Comedy
6310,Jubilee,5.9,Comedy
6311,Mississippi Masala,6.4,Drama
6312,Quai des Orfèvres,7.8,Crime
6313,A Stranger Among Us,5.2,Drama
6314,Cahill U.S. Marshal,5.7,Drama
6315,Chisum,6.7,Western
6316,Defence of the Realm,6.8,Action
6317,Eat a Bowl of Tea,3.0,Sin Dato
6318,Half Moon Street,5.1,Drama
6319,The Truce,5.4,Drama
6320,Opportunity Knocks,5.3,Comedy
6321,Shattered,6.1,Mystery
6322,The Song of Bernadette,7.4,Drama
6323,The Life and Times of Judge Roy Bean,6.5,Action
6324,The Spirit of '76,3.3,Comedy
6325,Thoroughly Modern Millie,7.1,Comedy
6326,Where the Heart Is,6.3,Comedy
6327,Dumb and Dumberer: When Harry Met Lloyd,4.1,Comedy
6328,From Justin to Kelly,3.0,Comedy
6329,Hollywood Homicide,5.0,Action
6330,Rugrats Go Wild,5.6,Animation
6331,The Hard Word,5.7,Action
6332,The Heart of Me,7.7,Drama
6333,Jet Lag,5.7,Comedy
6334,Loco Love,4.7,Comedy
6335,Manito,5.5,Drama
6336,No Turning Back,0.0,Sin Dato
6337,Tycoon,5.9,Drama
6338,Alex & Emma,5.0,Comedy
6339,On_Line,6.0,Sin Dato
6340,Experiment in Terror,6.5,Crime
6341,Extasis,6.3,Drama
6342,Is Paris Burning?,7.2,War
6343,Murphy's War,6.4,Drama
6344,Orphans of the Storm,6.8,Drama
6345,The Satanic Rites of Dracula,5.1,Horror
6346,Strange Planet,6.1,Comedy
6347,28 Days Later,7.1,Horror
6348,Charlie's Angels: Full Throttle,5.2,Action
6349,Gasoline,5.4,Crime
6350,Ed and His Dead Mother,5.5,Comedy
6351,Fulltime Killer,6.6,Action
6352,Just a Little Harmless Sex,6.0,Comedy
6353,The Bank,5.0,Drama
6354,Ali: Fear Eats the Soul,7.5,Romance
6355,"Bodies, Rest & Motion",4.3,Drama
6356,Jesus,8.9,Drama
6357,The Long Ships,6.0,Adventure
6358,Made for Each Other,4.9,Comedy
6359,Ring of Terror,1.2,Horror
6360,You Only Live Once,7.2,Crime
6361,Anastasia,6.7,Drama
6362,The Babe,5.4,Drama
6363,Flight of the Intruder,5.7,Action
6364,Fun with Dick and Jane,6.6,Comedy
6365,Knights of the Round Table,6.8,Romance
6366,The Main Event,4.8,Comedy
6367,Man's Favorite Sport?,5.8,Comedy
6368,Mr. Baseball,5.8,Comedy
6369,Never on Sunday,6.0,Drama
6370,Nuts,6.0,Drama
6371,Rhapsody in August,6.8,Comedy
6372,Scaramouche,6.9,Action
6373,Start the Revolution Without Me,5.5,Comedy
6374,Strange Bedfellows,6.8,Comedy
6375,The Tenant,7.7,Horror
6376,The Advocate,5.8,Drama
6377,Up the Sandbox,7.3,Drama
6378,"What's Up, Doc?",7.3,Comedy
6379,Hulk,5.3,Drama
6380,"Legally Blonde 2: Red, White & Blonde",5.2,Comedy
6381,Sinbad: Legend of the Seven Seas,6.6,Family
6382,Terminator 3: Rise of the Machines,5.9,Action
6383,Swimming Pool,6.5,Thriller
6384,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,Adventure
6385,Madame Satã,5.6,Drama
6386,The League of Extraordinary Gentlemen,5.7,Fantasy
6387,The Cuckoo,6.9,Drama
6388,The Holy Land,0.0,Drama
6389,The Housekeeper,6.1,Comedy
6390,I Capture the Castle,7.1,Drama
6391,Km. 0,7.2,Comedy
6392,Northfork,6.8,Fantasy
6393,Bad Boys II,6.3,Adventure
6394,How to Deal,5.7,Drama
6395,Johnny English,6.0,Adventure
6396,The Anarchist Cookbook,3.8,Drama
6397,Dirty Pretty Things,6.8,Crime
6398,L'imbalsamatore,7.0,Foreign
6399,Garage Days,4.9,Comedy
6400,On the Run,7.0,Thriller
6401,The Sea Is Watching,7.0,Drama
6402,Born to Be Wild,5.0,Drama
6403,Curly Sue,5.5,Comedy
6404,Little Giants,6.0,Comedy
6405,Loose Cannons,4.9,Action
6406,The Mouse That Roared,6.9,Comedy
6407,Spencer's Mountain,6.3,Drama
6408,Masked and Anonymous,5.2,Drama
6409,Lara Croft Tomb Raider: The Cradle of Life,5.5,Action
6410,Seabiscuit,6.8,Drama
6411,Spy Kids 3-D: Game Over,4.7,Action
6412,Buffalo Soldiers,6.5,Drama
6413,Camp,5.6,Comedy
6414,Hotel,3.5,Comedy
6415,"Lucía, Lucía",6.3,Adventure
6416,Mondays in the Sun,7.0,Drama
6417,Scorched,5.4,Comedy
6418,Avanti!,6.8,Comedy
6419,Eve of Destruction,5.1,Action
6420,Gator,4.9,Drama
6421,Juggernaut,6.0,Thriller
6422,Kickboxer 2:  The Road Back,4.2,Action
6423,"Kiss Me, Stupid",6.7,Comedy
6424,"One, Two, Three",7.6,Comedy
6425,Possible Loves,6.4,Drama
6426,The Private Life of Sherlock Holmes,6.9,Adventure
6427,Remo Williams: The Adventure Begins...,6.4,Comedy
6428,The Blood of Heroes,5.9,Action
6429,"What's Up, Tiger Lily?",5.6,Action
6430,White Lightning,6.2,Drama
6431,American Wedding,6.0,Comedy
6432,Gigli,3.5,Drama
6433,And Now... Ladies and Gentlemen...,8.0,Drama
6434,Boys Life 4: Four Play,5.0,Sin Dato
6435,I'll Be There,5.8,Comedy
6436,The Magdalene Sisters,7.4,Drama
6437,The Secret Lives of Dentists,6.8,Drama
6438,Freaky Friday,6.0,Comedy
6439,Seaside,2.5,Drama
6440,S.W.A.T.,5.8,Action
6441,Le Divorce,4.8,Comedy
6442,Princess Blade,5.6,Action
6443,Step Into Liquid,7.1,Documentary
6444,Accattone,7.8,Drama
6445,The Making of '...And God Spoke',5.4,Sin Dato
6446,Big Trouble,6.3,Action
6447,Brain Damage,6.8,Comedy
6448,A Double Life,7.1,Drama
6449,Hawks and Sparrows,7.1,Comedy
6450,The Man in the Glass Booth,6.7,Action
6451,Purpose,3.5,Thriller
6452,The Red Pony,5.0,Action
6453,Sex & the Other Man,4.3,Drama
6454,The Gospel According to Matthew,7.4,History
6455,The Honeymoon Killers,6.7,Crime
6456,Umberto D.,8.0,Drama
6457,Brother's Keeper,7.4,Documentary
6458,The Day of the Dolphin,5.4,Action
6459,I Love You to Death,6.2,Action
6460,Freddy vs. Jason,5.8,Horror
6461,Grind,6.1,Action
6462,Open Range,7.0,Western
6463,Shaolin Soccer,6.6,Action
6464,Uptown Girls,6.1,Comedy
6465,American Splendor,7.1,Comedy
6466,The Backyard,9.0,Documentary
6467,Carnage,7.5,Drama
6468,Passionada,6.7,Comedy
6469,Agent Cody Banks,5.0,Action
6470,Camp Nowhere,5.5,Comedy
6471,The Cemetery Club,3.0,Comedy
6472,Changing Habits,1.0,Romance
6473,Hot Dog... The Movie,4.4,Comedy
6474,House of Wax,7.0,Crime
6475,The Inn of the Sixth Happiness,6.6,Drama
6476,Man's Best Friend,5.5,Horror
6477,Of Unknown Origin,5.9,Horror
6478,Royal Deceit,6.1,Drama
6479,Rowing with the Wind,4.2,Horror
6480,The Rachel Papers,5.5,Comedy
6481,The Sure Thing,6.6,Comedy
6482,Thrashin',6.5,Action
6483,Valley Girl,6.2,Comedy
6484,Wait Until Dark,7.5,Horror
6485,Where the Rivers Flow North,5.5,Drama
6486,Code Unknown,6.9,War
6487,Showdown in Little Tokyo,5.7,Action
6488,Tokyo Story,8.2,Drama
6489,The Green Ray,7.4,Drama
6490,THX 1138,6.4,Drama
6491,Valley of the Dolls,6.7,Music
6492,The Business of Fancydancing,8.0,Music
6493,Chunhyang,6.8,Drama
6494,Tunes of Glory,7.1,Drama
6495,Kind Hearts and Coronets,7.6,Comedy
6496,Ash Wednesday,5.5,Drama
6497,Joe Kidd,6.4,Western
6498,The Keep,5.9,Horror
6499,Atragon,5.3,Foreign
6500,The Mysterians,6.1,Science Fiction
6501,Attack of the Puppet People,4.8,Horror
6502,"The Beast from 20,000 Fathoms",6.7,Adventure
6503,10,5.4,Comedy
6504,Tremors,6.6,Action
6505,The Red Shoes,8.2,Drama
6506,Me & Isaac Newton,0.0,Documentary
6507,The Pink Panther,6.9,Comedy
6508,The Pink Panther Strikes Again,6.8,Comedy
6509,Commando,6.4,Action
6510,Dracula,6.4,Horror
6511,The Discreet Charm of the Bourgeoisie,7.4,Comedy
6512,Waco: The Rules of Engagement,7.3,Documentary
6513,The Road Home,7.7,Drama
6514,Ikiru,8.1,Drama
6515,Comic Book Villains,5.6,Action
6516,An Angel at My Table,6.9,Drama
6517,War Photographer,7.3,Documentary
6518,"Ay, Carmela!",6.5,Drama
6519,War and Peace,0.0,Sin Dato
6520,Far Away,7.0,Drama
6521,Incident at Oglala,8.2,Documentary
6522,Predictions of Fire,8.0,Music
6523,The Handmaid's Tale,5.8,Drama
6524,Revolution OS,6.9,Documentary
6525,Live Nude Girls Unite!,0.0,Documentary
6526,All the Little Animals,5.8,Drama
6527,Earth,6.6,Drama
6528,Fire,6.0,Drama
6529,Death in Venice,7.1,Drama
6530,Marci X,3.3,Comedy
6531,The Medallion,5.3,Thriller
6532,My Boss's Daughter,4.4,Comedy
6533,Autumn Spring,7.0,Family
6534,The Battle of Shaker Heights,5.6,Comedy
6535,Don't Tempt Me,5.9,Comedy
6536,Dust,5.6,Action
6537,Stoked: The Rise And Fall Of Gator,7.2,Documentary
6538,Venus Boyz,7.0,Documentary
6539,Suddenly,6.3,Drama
6540,Jeepers Creepers 2,5.5,Horror
6541,Bollywood/Hollywood,6.1,Comedy
6542,Civil Brand,5.3,Crime
6543,Nola,0.0,Comedy
6544,Once Upon a Time in the Midlands,5.9,Action
6545,The Other Side of the Bed,6.3,Romance
6546,Zero Day,7.1,Drama
6547,Dickie Roberts: Former Child Star,5.1,Comedy
6548,The Order,4.8,Drama
6549,Home Room,6.8,Drama
6550,Party Monster,5.9,Comedy
6551,Taking Sides,6.1,Drama
6552,Cabin Fever,5.5,Horror
6553,Matchstick Men,6.9,Comedy
6554,Once Upon a Time in Mexico,6.2,Action
6555,Dummy,6.1,Comedy
6556,Lost in Translation,7.3,Drama
6557,Luster,4.8,Drama
6558,Millennium Actress,7.8,Animation
6559,So Close,6.4,Action
6560,Children Of The Night,4.4,Horror
6561,Daisy Miller,5.8,Drama
6562,Enlightenment Guaranteed,6.8,Comedy
6563,Gotcha!,6.1,Action
6564,Hard to Hold,4.8,Comedy
6565,Kuffs,5.3,Action
6566,Once Upon a Time in China,7.4,Action
6567,Once Upon a Time in China II,7.1,Action
6568,Once Upon a Time in China III,6.7,Action
6569,Paper Moon,7.8,Comedy
6570,Sgt. Pepper's Lonely Hearts Club Band,4.5,Adventure
6571,A Song for Martin,6.5,Drama
6572,Targets,6.6,Thriller
6573,The Ugly American,5.8,Thriller
6574,The Bostonians,5.5,Drama
6575,Convoy,6.1,Action
6576,Day of the Dead,6.9,Horror
6577,"Hello, Dolly!",6.6,Comedy
6578,I'm Going Home,6.1,Drama
6579,Memoirs of an Invisible Man,5.7,Comedy
6580,The Rose,6.8,Drama
6581,See No Evil,6.1,Crime
6582,Super Sucker,3.0,Comedy
6583,Indiscretion of an American Wife,5.3,Drama
6584,At War with the Army,5.1,Comedy
6585,Bingo,4.5,Action
6586,God Told Me To,5.1,Horror
6587,"I, Madman",5.4,Horror
6588,Jungle Book,6.6,Action
6589,Once Bitten,5.3,Horror
6590,Shrimp on the Barbie,6.4,Comedy
6591,Squirm,5.2,Horror
6592,The Adventures of Huckleberry Finn,5.9,Drama
6593,The Brood,6.6,Horror
6594,The Prince and the Pauper,6.4,Adventure
6595,Anything Else,6.2,Comedy
6596,Cold Creek Manor,4.9,Mystery
6597,The Fighting Temptations,5.3,Comedy
6598,Secondhand Lions,6.9,Comedy
6599,Underworld,6.6,Fantasy
6600,Bubba Ho-tep,6.7,Comedy
6601,Casa de los Babys,5.6,Drama
6602,Demonlover,5.7,Thriller
6603,Esmeraldero,0.0,Sin Dato
6604,Close Your Eyes,5.6,Crime
6605,In This World,6.3,Drama
6606,Tibet: Cry of the Snow Lion,8.0,Documentary
6607,Yossi & Jagger,6.7,War
6608,Duplex,5.9,Action
6609,The Rundown,6.4,Adventure
6610,Under the Tuscan Sun,6.4,Romance
6611,Camera Obscura,3.0,Sin Dato
6612,Kart Racer,3.8,Action
6613,Luther,6.6,Drama
6614,Mambo Italiano,5.6,Comedy
6615,My Life Without Me,7.2,Drama
6616,National Lampoon Presents Dorm Daze,4.6,Comedy
6617,To Be and to Have,7.2,Documentary
6618,The Triplets of Belleville,7.3,Adventure
6619,Videodrome,7.1,Horror
6620,Life and Debt,6.3,Documentary
6621,Lagaan: Once Upon a Time in India,7.2,Adventure
6622,Judgment at Nuremberg,7.6,Drama
6623,Journey of Hope,7.7,Drama
6624,"Same Time, Next Year",6.5,Comedy
6625,A Brief History of Time,7.4,Documentary
6626,Jacob the Liar,7.3,History
6627,Leningrad Cowboys Go America,6.7,Comedy
6628,The Rules of the Game,7.7,Drama
6629,The Song Remains the Same,8.0,Documentary
6630,Seven Brides for Seven Brothers,7.1,Comedy
6631,Kiss of the Spider Woman,6.8,Drama
6632,All the President's Men,7.6,Drama
6633,Angie,5.0,Comedy
6634,The Apartment,6.5,Mystery
6635,Avalon,6.8,Action
6636,Babette's Feast,7.0,Comedy
6637,The Barber of Siberia,7.2,Comedy
6638,Beethoven,5.6,Comedy
6639,Beethoven's 2nd,5.0,Family
6640,Black Moon Rising,5.9,Science Fiction
6641,Boyz n the Hood,7.4,Crime
6642,Bugsy,6.0,Drama
6643,Bugsy Malone,6.5,Drama
6644,By the Sword,5.2,Drama
6645,Cobra,5.6,Action
6646,Common Wealth,6.9,Comedy
6647,Consenting Adults,5.6,Crime
6648,Phenomena,6.7,Horror
6649,Crimewave,5.3,Thriller
6650,Crying Freeman,6.3,Action
6651,Time and Tide,5.9,Drama
6652,The Meaning of Life,7.2,Comedy
6653,Where Eagles Dare,7.4,Adventure
6654,Tightrope,6.1,Mystery
6655,Sleeping with the Enemy,6.1,Drama
6656,PCU,6.0,Comedy
6657,The Rookie,5.6,Action
6658,The Ghost & Mr. Chicken,6.6,Comedy
6659,City Heat,5.1,Action
6660,Into the Night,6.4,Comedy
6661,Three O'Clock High,6.6,Comedy
6662,White Hunter Black Heart,6.5,Adventure
6663,Come and See,8.1,Drama
6664,A Rage in Harlem,5.8,Crime
6665,Ginger Snaps,6.6,Drama
6666,More American Graffiti,4.8,Comedy
6667,The Ballad of Little Jo,5.9,Romance
6668,Under Suspicion,6.1,Crime
6669,Ruby,3.0,Drama
6670,The Reluctant Astronaut,6.0,Science Fiction
6671,The Shakiest Gun in the West,6.2,Comedy
6672,It's Pat,3.4,Comedy
6673,Sunday in the Country,7.8,Drama
6674,The Gun in Betty Lou's Handbag,4.1,Comedy
6675,Sudden Fear,7.1,Drama
6676,Nobody's Baby,4.7,Comedy
6677,Regarding Henry,6.6,Drama
6678,The Debut,5.3,Drama
6679,Wilder Napalm,6.5,Fantasy
6680,Contamination,5.4,Adventure
6681,The Amazing Transparent Man,4.1,Science Fiction
6682,Love Affair,6.1,Drama
6683,Once in the Life,5.5,Action
6684,Try Seventeen,6.1,Comedy
6685,The Hospital,6.7,Mystery
6686,Article 99,5.5,Comedy
6687,Images,6.7,Drama
6688,Eureka,5.8,Drama
6689,Oleanna,5.8,Drama
6690,Chattahoochee,6.1,Drama
6691,Tough Guys Don't Dance,4.8,Drama
6692,There Goes My Baby,8.5,Drama
6693,Kingdom of the Spiders,5.6,Horror
6694,Scrooge,6.5,Fantasy
6695,Leap of Faith,5.1,Comedy
6696,Gas Food Lodging,5.8,Drama
6697,In Cold Blood,7.4,Crime
6698,Campus Man,5.2,Comedy
6699,The Bedford Incident,7.0,Action
6700,Murderous Maids,7.2,Drama
6701,Yankee Doodle Dandy,7.4,Drama
6702,Ninja Scroll,7.4,Action
6703,Knife in the Water,7.1,Drama
6704,The Devil and Daniel Webster,7.7,Comedy
6705,Mobsters,5.7,Drama
6706,Charlotte Sometimes,5.8,Drama
6707,Out of Time,6.1,Thriller
6708,School of Rock,6.8,Comedy
6709,Concert for George,8.0,Music
6710,The Event,6.7,Drama
6711,9 Dead Gay Guys,5.1,Crime
6712,The Station Agent,7.4,Drama
6713,Wonderland,6.2,Crime
6714,Bus 174,7.7,Documentary
6715,Mystic River,7.6,Thriller
6716,Good Boy!,4.6,Comedy
6717,House of the Dead,2.8,Horror
6718,Intolerable Cruelty,5.8,Crime
6719,Kill Bill: Vol. 1,7.7,Action
6720,Dopamine,5.0,Comedy
6721,The Flower of Evil,5.7,Drama
6722,Girls Will Be Girls,5.0,Comedy
6723,Porn Theater,6.5,Drama
6724,Runaway Jury,6.9,Drama
6725,The Texas Chainsaw Massacre,6.1,Horror
6726,Pieces of April,6.4,Comedy
6727,Returner,6.7,Action
6728,Sylvia,5.6,Drama
6729,Veronica Guerin,6.8,Drama
6730,In the Cut,4.7,Mystery
6731,Beyond Borders,6.7,Drama
6732,Radio,6.8,Drama
6733,Scary Movie 3,5.8,Comedy
6734,Brother Bear,6.9,Adventure
6735,Elephant,7.0,Drama
6736,Gypsy 83,7.4,Drama
6737,The Singing Detective,5.9,Comedy
6738,The Italian Job,7.1,Action
6739,Impulse,4.3,Horror
6740,Normal,7.2,Drama
6741,Shoah,8.7,Documentary
6742,Unconditional Love,6.6,Drama
6743,Sweet Sixteen,6.5,Crime
6744,Alien from L.A.,2.9,Action
6745,Black Sunday,6.8,Action
6746,Men of Respect,3.8,Drama
6747,Interstate 60,7.1,Adventure
6748,Lipstick,5.6,Drama
6749,Storyville,5.7,Drama
6750,That was Then... This is Now,5.9,Drama
6751,Holy Matrimony,4.6,Comedy
6752,The Black Scorpion,5.1,Horror
6753,The Eye,6.4,Horror
6754,Captain Kronos: Vampire Hunter,6.0,Adventure
6755,The Jolson Story,6.4,Drama
6756,You'll Never Get Rich,6.5,Comedy
6757,Frankenstein and the Monster from Hell,6.3,Horror
6758,Preaching to the Perverted,6.5,Comedy
6759,Chicago Joe and the Showgirl,4.5,Romance
6760,The Magic Sword,4.2,Adventure
6761,Promised Land,5.3,Drama
6762,Aparajito,7.9,Drama
6763,The Hired Hand,6.8,Western
6764,Le Cercle Rouge,7.6,Drama
6765,Man of Marble,5.8,Drama
6766,Sherlock Holmes and the Voice of Terror,7.3,Drama
6767,Sherlock Holmes Faces Death,7.2,Drama
6768,Sherlock Holmes in Washington,7.4,Drama
6769,The Solid Gold Cadillac,6.8,Comedy
6770,The Human Stain,6.1,Drama
6771,"Die, Mommie, Die!",6.6,Comedy
6772,Dirt,6.0,Comedy
6773,Girlhood,7.4,Documentary
6774,Mail Order Bride,2.8,Action
6775,Shattered Glass,6.6,Drama
6776,Suspended Animation,0.0,Horror
6777,The Matrix Revolutions,6.4,Adventure
6778,The Revolution Will Not Be Televised,7.6,Documentary
6779,Elf,6.4,Comedy
6780,Standard Time,0.0,Music
6781,Billabong Odyssey,0.0,Action
6782,Gloomy Sunday,7.8,Romance
6783,In My Skin,6.3,Drama
6784,Just an American Boy,0.0,Sin Dato
6785,Love Actually,7.0,Comedy
6786,Love Forbidden,6.0,Drama
6787,Father of the Bride,6.2,Comedy
6788,My Architect,7.0,Documentary
6789,Looney Tunes: Back in Action,5.6,Animation
6790,Master and Commander: The Far Side of the World,6.9,Adventure
6791,Tupac: Resurrection,8.0,Music
6792,The Big Empty,6.1,Comedy
6793,The Missing,6.1,Thriller
6794,The Cat in the Hat,4.9,Comedy
6795,Gothika,5.8,Horror
6796,21 Grams,7.2,Drama
6797,The Barbarian Invasions,6.7,Comedy
6798,Blue Gate Crossing,7.2,Drama
6799,Bad Santa,6.4,Drama
6800,The Haunted Mansion,5.1,Thriller
6801,Timeline,5.4,Action
6802,Marquis,5.7,Animation
6803,Damage,6.7,Drama
6804,OT: Our Town,5.0,Documentary
6805,Devil's Playground,6.7,Documentary
6806,Dance with a Stranger,5.5,Crime
6807,Journeys with George,8.0,Sin Dato
6808,Darkman,6.2,Action
6809,Dead of Night,6.8,Comedy
6810,Death Machine,5.8,Action
6811,The Last Battle,6.4,Thriller
6812,Desk Set,6.9,Comedy
6813,Europa,7.3,Thriller
6814,The Watermelon Woman,8.0,Drama
6815,Final Analysis,5.4,Drama
6816,The Freshman,6.4,Comedy
6817,Funny Games,7.3,Drama
6818,Tales from the Crypt,7.2,Horror
6819,New Jack City,6.3,Thriller
6820,Slacker,6.4,Comedy
6821,WarGames,7.0,Thriller
6822,Mr. Hobbs Takes a Vacation,6.0,Family
